loan_identifier,debt_to_income_dti,borrower_credit_scoreat_origination
1.00E+11,17,806
1.00E+11,17,754
1.00E+11,14,766
1.00E+11,19,788
1.00E+11,20,770
1.01E+11,13,807
1.01E+11,17,781
1.01E+11,19,793
1.01E+11,18,750
1.01E+11,13,792
1.02E+11,20,814
1.02E+11,8,777
1.02E+11,12,778
1.02E+11,18,796
1.02E+11,14,814
1.02E+11,16,803
1.02E+11,15,807
1.02E+11,20,775
1.02E+11,14,780
1.02E+11,3,807
1.03E+11,19,800
1.03E+11,14,808
1.03E+11,20,776
1.03E+11,15,772
1.03E+11,11,804
1.03E+11,18,799
1.04E+11,19,805
1.04E+11,14,782
1.04E+11,20,787
1.04E+11,15,795
1.04E+11,14,768
1.04E+11,10,806
1.04E+11,19,810
1.05E+11,15,787
1.05E+11,16,808
1.05E+11,19,771
1.05E+11,12,791
1.05E+11,16,793
1.06E+11,18,792
1.06E+11,16,806
1.06E+11,17,802
1.06E+11,19,793
1.06E+11,14,789
1.07E+11,13,759
1.07E+11,15,792
1.07E+11,17,800
1.07E+11,20,761
1.07E+11,14,804
1.07E+11,14,802
1.07E+11,19,791
1.07E+11,13,757
1.08E+11,18,807
1.08E+11,17,795
1.08E+11,20,789
1.08E+11,14,803
1.08E+11,19,771
1.08E+11,18,787
1.08E+11,13,776
1.08E+11,20,784
1.09E+11,11,802
1.09E+11,12,774
1.09E+11,18,801
1.09E+11,18,765
1.09E+11,14,766
1.09E+11,7,772
1.09E+11,17,757
1.10E+11,10,788
1.10E+11,19,801
1.10E+11,18,758
1.10E+11,13,783
1.10E+11,10,802
1.10E+11,13,757
1.10E+11,15,780
1.11E+11,16,804
1.11E+11,18,754
1.11E+11,14,791
1.11E+11,16,764
1.11E+11,20,796
1.12E+11,15,755
1.12E+11,16,802
1.12E+11,16,813
1.12E+11,8,809
1.12E+11,19,804
1.12E+11,20,781
1.12E+11,16,792
1.13E+11,20,783
1.13E+11,14,796
1.13E+11,7,772
1.13E+11,11,793
1.13E+11,20,807
1.13E+11,4,794
1.13E+11,14,788
1.13E+11,19,795
1.13E+11,15,819
1.13E+11,17,770
1.14E+11,14,787
1.14E+11,17,791
1.14E+11,12,796
1.14E+11,7,795
1.14E+11,17,771
1.14E+11,15,799
1.14E+11,14,795
1.14E+11,20,792
1.15E+11,20,800
1.15E+11,16,777
1.15E+11,17,811
1.15E+11,13,797
1.15E+11,19,806
1.15E+11,13,814
1.15E+11,19,758
1.15E+11,17,788
1.15E+11,11,812
1.15E+11,20,779
1.16E+11,17,762
1.16E+11,8,775
1.16E+11,10,751
1.16E+11,12,752
1.16E+11,20,785
1.16E+11,15,780
1.16E+11,15,790
1.16E+11,7,789
1.17E+11,15,783
1.17E+11,18,775
1.17E+11,18,789
1.17E+11,20,775
1.17E+11,20,796
1.17E+11,15,811
1.17E+11,16,799
1.17E+11,18,785
1.17E+11,19,778
1.17E+11,18,780
1.17E+11,12,777
1.17E+11,13,813
1.17E+11,12,784
1.17E+11,20,794
1.18E+11,17,776
1.18E+11,18,755
1.18E+11,3,790
1.18E+11,18,752
1.18E+11,20,765
1.18E+11,20,809
1.18E+11,13,816
1.18E+11,19,752
1.18E+11,18,809
1.18E+11,13,792
1.19E+11,11,788
1.19E+11,11,801
1.19E+11,17,771
1.19E+11,18,796
1.19E+11,19,813
1.19E+11,12,803
1.20E+11,7,795
1.20E+11,16,797
1.20E+11,13,783
1.20E+11,11,802
1.20E+11,16,760
1.20E+11,11,794
1.20E+11,13,790
1.20E+11,10,800
1.20E+11,18,780
1.20E+11,13,798
1.20E+11,19,787
1.20E+11,19,807
1.21E+11,9,788
1.21E+11,18,771
1.21E+11,18,756
1.21E+11,15,787
1.21E+11,20,811
1.22E+11,19,764
1.22E+11,19,763
1.22E+11,19,787
1.22E+11,19,799
1.22E+11,18,816
1.22E+11,7,789
1.22E+11,19,765
1.22E+11,20,792
1.22E+11,20,780
1.22E+11,15,812
1.23E+11,7,780
1.23E+11,16,797
1.23E+11,11,802
1.23E+11,15,784
1.23E+11,10,806
1.23E+11,8,809
1.23E+11,19,754
1.24E+11,16,806
1.24E+11,15,788
1.24E+11,20,794
1.24E+11,19,803
1.24E+11,13,766
1.24E+11,12,795
1.24E+11,8,792
1.24E+11,17,799
1.25E+11,16,795
1.25E+11,15,766
1.25E+11,17,797
1.25E+11,15,811
1.25E+11,19,763
1.25E+11,18,816
1.25E+11,18,786
1.26E+11,17,774
1.26E+11,20,809
1.26E+11,20,808
1.26E+11,15,808
1.26E+11,17,817
1.26E+11,20,784
1.26E+11,16,776
1.26E+11,20,799
1.27E+11,8,785
1.27E+11,15,758
1.27E+11,14,794
1.27E+11,14,801
1.27E+11,18,794
1.27E+11,16,785
1.27E+11,18,790
1.27E+11,19,786
1.28E+11,20,769
1.28E+11,16,794
1.29E+11,19,753
1.29E+11,16,784
1.29E+11,11,795
1.29E+11,20,793
1.29E+11,17,795
1.29E+11,20,756
1.30E+11,14,777
1.30E+11,9,773
1.30E+11,20,782
1.30E+11,5,820
1.31E+11,19,777
1.31E+11,14,802
1.31E+11,15,814
1.31E+11,20,809
1.31E+11,16,779
1.31E+11,19,809
1.31E+11,14,772
1.31E+11,10,765
1.31E+11,11,808
1.32E+11,20,809
1.32E+11,16,808
1.32E+11,11,794
1.32E+11,18,782
1.32E+11,20,772
1.32E+11,16,801
1.32E+11,16,800
1.32E+11,18,795
1.32E+11,19,782
1.33E+11,10,812
1.33E+11,17,806
1.33E+11,17,752
1.33E+11,16,792
1.34E+11,15,794
1.34E+11,20,802
1.34E+11,12,792
1.34E+11,13,787
1.34E+11,19,790
1.34E+11,19,768
1.35E+11,15,784
1.35E+11,10,801
1.35E+11,11,806
1.35E+11,19,813
1.35E+11,8,762
1.35E+11,14,806
1.35E+11,14,788
1.35E+11,7,789
1.35E+11,15,800
1.35E+11,16,759
1.35E+11,14,816
1.35E+11,18,760
1.36E+11,19,770
1.36E+11,7,796
1.36E+11,20,774
1.36E+11,15,786
1.36E+11,18,771
1.36E+11,20,797
1.37E+11,15,758
1.37E+11,17,768
1.37E+11,13,794
1.37E+11,20,790
1.37E+11,15,804
1.37E+11,12,786
1.37E+11,15,794
1.37E+11,18,809
1.37E+11,11,768
1.38E+11,15,761
1.38E+11,14,751
1.38E+11,14,798
1.38E+11,9,759
1.38E+11,19,795
1.38E+11,18,812
1.39E+11,12,763
1.39E+11,20,777
1.39E+11,20,809
1.39E+11,8,767
1.39E+11,7,771
1.39E+11,7,774
1.39E+11,13,760
1.39E+11,20,781
1.39E+11,12,801
1.39E+11,14,751
1.39E+11,11,816
1.40E+11,16,763
1.40E+11,18,816
1.40E+11,15,789
1.40E+11,16,784
1.40E+11,15,794
1.40E+11,16,760
1.40E+11,19,771
1.41E+11,17,802
1.41E+11,19,791
1.41E+11,15,804
1.42E+11,20,799
1.42E+11,12,791
1.42E+11,20,782
1.42E+11,20,776
1.42E+11,18,791
1.42E+11,17,796
1.42E+11,12,780
1.42E+11,13,770
1.42E+11,13,771
1.43E+11,8,787
1.43E+11,12,810
1.43E+11,10,806
1.43E+11,5,809
1.43E+11,20,799
1.43E+11,20,764
1.43E+11,5,788
1.43E+11,18,778
1.43E+11,18,806
1.43E+11,8,778
1.43E+11,6,751
1.44E+11,8,780
1.44E+11,8,763
1.44E+11,9,803
1.44E+11,20,781
1.44E+11,16,787
1.44E+11,18,775
1.44E+11,18,788
1.44E+11,8,791
1.45E+11,11,785
1.45E+11,20,775
1.45E+11,14,756
1.45E+11,16,825
1.46E+11,14,815
1.46E+11,15,790
1.46E+11,9,806
1.46E+11,16,771
1.46E+11,19,813
1.46E+11,11,790
1.46E+11,19,757
1.47E+11,11,801
1.47E+11,16,795
1.47E+11,19,786
1.47E+11,18,769
1.47E+11,18,792
1.47E+11,11,774
1.48E+11,13,799
1.48E+11,16,792
1.48E+11,18,782
1.48E+11,17,801
1.48E+11,20,807
1.48E+11,5,802
1.48E+11,19,774
1.49E+11,12,759
1.49E+11,17,764
1.49E+11,20,751
1.49E+11,11,769
1.49E+11,19,795
1.49E+11,14,795
1.49E+11,16,763
1.49E+11,18,797
1.49E+11,19,783
1.50E+11,12,776
1.50E+11,11,770
1.50E+11,20,758
1.50E+11,19,797
1.50E+11,20,780
1.51E+11,14,810
1.51E+11,18,797
1.51E+11,10,809
1.51E+11,14,801
1.51E+11,10,751
1.51E+11,18,812
1.51E+11,18,783
1.51E+11,17,767
1.52E+11,13,752
1.52E+11,19,813
1.52E+11,7,790
1.52E+11,20,792
1.52E+11,15,791
1.53E+11,19,797
1.53E+11,16,774
1.53E+11,18,808
1.53E+11,18,774
1.53E+11,13,801
1.53E+11,5,794
1.53E+11,19,790
1.54E+11,19,755
1.54E+11,16,776
1.54E+11,19,758
1.54E+11,11,816
1.54E+11,16,809
1.54E+11,7,813
1.54E+11,20,796
1.55E+11,16,814
1.55E+11,18,804
1.55E+11,6,818
1.55E+11,20,817
1.55E+11,9,797
1.55E+11,14,792
1.56E+11,5,797
1.56E+11,14,779
1.56E+11,15,799
1.56E+11,17,769
1.56E+11,15,755
1.56E+11,18,816
1.56E+11,20,802
1.56E+11,18,791
1.56E+11,15,798
1.56E+11,15,761
1.56E+11,7,770
1.56E+11,14,795
1.56E+11,17,809
1.57E+11,14,777
1.57E+11,18,808
1.57E+11,20,775
1.57E+11,13,800
1.57E+11,19,796
1.57E+11,14,774
1.57E+11,9,765
1.58E+11,18,767
1.58E+11,20,791
1.58E+11,10,783
1.58E+11,16,759
1.58E+11,18,798
1.58E+11,17,786
1.58E+11,18,781
1.58E+11,15,758
1.58E+11,18,794
1.58E+11,10,774
1.59E+11,20,767
1.59E+11,14,786
1.59E+11,19,788
1.59E+11,19,772
1.59E+11,15,813
1.59E+11,18,807
1.59E+11,20,797
1.60E+11,14,766
1.60E+11,19,816
1.60E+11,20,816
1.60E+11,19,769
1.60E+11,19,773
1.60E+11,20,808
1.60E+11,11,789
1.60E+11,12,790
1.61E+11,14,796
1.61E+11,19,791
1.61E+11,12,809
1.61E+11,13,791
1.61E+11,18,767
1.61E+11,16,808
1.61E+11,20,805
1.61E+11,18,767
1.62E+11,16,764
1.62E+11,14,784
1.62E+11,18,786
1.62E+11,20,772
1.62E+11,20,782
1.62E+11,17,750
1.62E+11,14,785
1.62E+11,8,789
1.62E+11,12,782
1.63E+11,19,808
1.63E+11,10,810
1.63E+11,19,774
1.63E+11,16,793
1.63E+11,10,767
1.63E+11,16,753
1.63E+11,10,764
1.64E+11,15,812
1.64E+11,13,804
1.65E+11,4,805
1.65E+11,18,772
1.65E+11,20,789
1.65E+11,18,762
1.65E+11,20,816
1.65E+11,12,770
1.65E+11,18,797
1.66E+11,15,808
1.66E+11,16,800
1.66E+11,7,753
1.66E+11,6,790
1.66E+11,16,786
1.67E+11,18,767
1.67E+11,15,755
1.67E+11,19,782
1.67E+11,14,781
1.67E+11,9,807
1.67E+11,20,813
1.67E+11,10,796
1.67E+11,19,792
1.67E+11,18,816
1.67E+11,20,794
1.67E+11,18,814
1.68E+11,10,787
1.68E+11,16,769
1.68E+11,13,808
1.68E+11,18,785
1.68E+11,14,794
1.68E+11,18,772
1.68E+11,20,771
1.69E+11,14,761
1.69E+11,4,750
1.69E+11,19,802
1.69E+11,16,788
1.70E+11,13,785
1.70E+11,19,765
1.70E+11,20,766
1.70E+11,2,807
1.70E+11,15,795
1.70E+11,19,778
1.71E+11,17,770
1.71E+11,13,803
1.71E+11,9,791
1.71E+11,15,793
1.71E+11,17,754
1.71E+11,20,807
1.71E+11,18,798
1.71E+11,15,761
1.72E+11,14,813
1.72E+11,16,768
1.72E+11,18,791
1.72E+11,7,778
1.72E+11,19,771
1.72E+11,14,794
1.72E+11,14,784
1.72E+11,17,809
1.73E+11,10,798
1.73E+11,19,773
1.73E+11,18,796
1.73E+11,16,770
1.73E+11,18,791
1.73E+11,13,794
1.73E+11,13,806
1.73E+11,6,778
1.73E+11,20,771
1.74E+11,20,803
1.74E+11,11,814
1.74E+11,15,772
1.74E+11,17,766
1.74E+11,17,761
1.74E+11,11,764
1.75E+11,13,770
1.75E+11,20,783
1.75E+11,8,811
1.75E+11,8,808
1.76E+11,8,807
1.76E+11,16,790
1.76E+11,19,761
1.76E+11,3,798
1.76E+11,13,777
1.77E+11,17,796
1.77E+11,8,798
1.77E+11,16,792
1.77E+11,15,754
1.77E+11,12,816
1.77E+11,19,791
1.77E+11,18,801
1.77E+11,18,819
1.77E+11,16,776
1.78E+11,19,778
1.78E+11,13,813
1.78E+11,7,785
1.78E+11,20,776
1.78E+11,15,766
1.78E+11,14,776
1.78E+11,19,777
1.79E+11,13,780
1.79E+11,9,775
1.79E+11,18,777
1.79E+11,20,791
1.79E+11,15,778
1.79E+11,18,757
1.80E+11,16,802
1.80E+11,20,792
1.80E+11,19,810
1.80E+11,20,808
1.80E+11,14,789
1.80E+11,12,789
1.81E+11,16,786
1.81E+11,17,760
1.81E+11,18,789
1.81E+11,20,813
1.81E+11,14,771
1.81E+11,17,766
1.82E+11,20,789
1.82E+11,18,774
1.82E+11,20,775
1.82E+11,17,769
1.82E+11,17,810
1.82E+11,17,810
1.82E+11,19,785
1.83E+11,12,764
1.83E+11,17,813
1.83E+11,9,806
1.83E+11,18,790
1.83E+11,17,757
1.84E+11,20,784
1.84E+11,15,793
1.84E+11,18,782
1.84E+11,17,765
1.84E+11,9,796
1.84E+11,20,754
1.84E+11,17,779
1.84E+11,18,791
1.84E+11,17,767
1.84E+11,15,775
1.85E+11,20,772
1.85E+11,11,776
1.85E+11,9,767
1.85E+11,20,770
1.85E+11,18,815
1.86E+11,16,785
1.86E+11,16,802
1.86E+11,11,809
1.86E+11,17,780
1.86E+11,14,814
1.86E+11,7,791
1.86E+11,20,791
1.86E+11,16,808
1.86E+11,13,801
1.87E+11,16,815
1.87E+11,10,813
1.87E+11,17,817
1.87E+11,19,783
1.87E+11,11,757
1.87E+11,12,806
1.87E+11,10,791
1.88E+11,16,779
1.88E+11,15,792
1.88E+11,20,751
1.88E+11,20,802
1.88E+11,20,756
1.89E+11,16,796
1.89E+11,16,770
1.89E+11,20,777
1.89E+11,19,784
1.89E+11,19,761
1.89E+11,12,811
1.89E+11,17,759
1.90E+11,7,771
1.90E+11,20,810
1.90E+11,20,802
1.90E+11,18,803
1.91E+11,16,797
1.91E+11,20,791
1.91E+11,15,803
1.92E+11,17,799
1.92E+11,19,779
1.92E+11,9,772
1.92E+11,12,793
1.92E+11,20,812
1.92E+11,13,819
1.93E+11,20,800
1.93E+11,16,773
1.93E+11,18,785
1.93E+11,19,789
1.93E+11,10,761
1.93E+11,12,765
1.93E+11,17,795
1.94E+11,11,814
1.94E+11,19,816
1.94E+11,16,775
1.94E+11,20,810
1.94E+11,14,795
1.94E+11,19,801
1.95E+11,15,780
1.95E+11,16,797
1.95E+11,16,773
1.95E+11,19,763
1.95E+11,17,755
1.96E+11,6,768
1.96E+11,9,782
1.96E+11,19,814
1.96E+11,14,788
1.96E+11,17,802
1.96E+11,16,753
1.96E+11,13,800
1.96E+11,13,778
1.96E+11,14,790
1.97E+11,5,778
1.97E+11,7,815
1.97E+11,19,816
1.97E+11,15,812
1.98E+11,14,785
1.98E+11,18,803
1.98E+11,14,816
1.98E+11,15,802
1.98E+11,17,774
1.98E+11,12,769
1.98E+11,6,760
1.98E+11,13,784
1.98E+11,11,791
1.98E+11,13,750
1.99E+11,16,759
1.99E+11,16,808
1.99E+11,19,801
1.99E+11,19,792
1.99E+11,9,776
1.99E+11,20,770
1.99E+11,7,771
1.99E+11,17,776
1.99E+11,19,802
1.99E+11,14,770
1.99E+11,17,803
2.00E+11,20,777
2.00E+11,11,769
2.00E+11,16,810
2.00E+11,14,816
2.00E+11,6,800
2.00E+11,15,773
2.00E+11,16,756
2.00E+11,16,791
2.00E+11,19,786
2.01E+11,8,760
2.01E+11,19,791
2.01E+11,9,789
2.01E+11,20,750
2.01E+11,12,800
2.01E+11,17,782
2.01E+11,11,776
2.01E+11,19,772
2.02E+11,10,807
2.02E+11,15,786
2.02E+11,18,785
2.02E+11,15,784
2.03E+11,13,805
2.03E+11,16,808
2.03E+11,8,785
2.03E+11,15,797
2.03E+11,16,775
2.04E+11,19,808
2.04E+11,18,779
2.04E+11,17,793
2.04E+11,19,784
2.04E+11,20,779
2.04E+11,19,760
2.04E+11,20,763
2.04E+11,15,798
2.04E+11,11,789
2.04E+11,8,758
2.04E+11,17,797
2.04E+11,19,779
2.04E+11,18,808
2.04E+11,20,800
2.05E+11,11,789
2.05E+11,13,757
2.05E+11,17,817
2.05E+11,12,761
2.05E+11,14,769
2.05E+11,16,778
2.05E+11,20,798
2.05E+11,16,792
2.05E+11,17,763
2.05E+11,17,799
2.06E+11,19,793
2.06E+11,15,771
2.06E+11,16,806
2.06E+11,9,801
2.06E+11,18,798
2.07E+11,11,761
2.07E+11,14,751
2.07E+11,18,783
2.07E+11,20,750
2.07E+11,15,786
2.08E+11,19,816
2.08E+11,18,808
2.08E+11,9,772
2.08E+11,13,787
2.08E+11,12,800
2.08E+11,20,788
2.08E+11,10,816
2.09E+11,11,766
2.09E+11,17,797
2.09E+11,19,804
2.09E+11,14,813
2.09E+11,18,783
2.09E+11,20,754
2.09E+11,12,792
2.09E+11,18,813
2.10E+11,16,793
2.10E+11,8,782
2.10E+11,4,786
2.10E+11,19,800
2.10E+11,8,782
2.10E+11,12,801
2.10E+11,17,791
2.10E+11,17,777
2.11E+11,14,801
2.11E+11,13,816
2.11E+11,16,794
2.11E+11,18,797
2.11E+11,13,779
2.11E+11,18,772
2.11E+11,19,788
2.11E+11,9,762
2.11E+11,17,798
2.11E+11,9,803
2.11E+11,16,808
2.11E+11,20,806
2.11E+11,15,758
2.12E+11,17,768
2.12E+11,14,783
2.12E+11,15,775
2.12E+11,19,823
2.12E+11,17,780
2.12E+11,13,797
2.12E+11,18,813
2.12E+11,14,760
2.12E+11,15,811
2.12E+11,14,802
2.12E+11,17,750
2.13E+11,9,808
2.13E+11,9,754
2.13E+11,13,782
2.13E+11,16,760
2.13E+11,9,791
2.13E+11,18,798
2.13E+11,20,780
2.14E+11,15,809
2.14E+11,20,801
2.14E+11,19,779
2.14E+11,10,793
2.14E+11,19,800
2.15E+11,19,773
2.15E+11,17,817
2.15E+11,14,796
2.15E+11,18,780
2.15E+11,10,785
2.15E+11,10,806
2.16E+11,14,759
2.16E+11,12,800
2.16E+11,19,798
2.16E+11,15,797
2.16E+11,19,796
2.16E+11,15,802
2.16E+11,17,763
2.16E+11,15,802
2.16E+11,19,785
2.16E+11,15,783
2.16E+11,11,802
2.16E+11,20,784
2.16E+11,20,791
2.17E+11,15,781
2.17E+11,16,750
2.17E+11,7,750
2.17E+11,19,779
2.17E+11,16,809
2.17E+11,19,762
2.17E+11,19,797
2.17E+11,17,792
2.17E+11,17,763
2.18E+11,13,772
2.18E+11,14,814
2.18E+11,18,786
2.18E+11,11,815
2.18E+11,17,755
2.19E+11,19,778
2.19E+11,19,797
2.19E+11,7,760
2.19E+11,15,782
2.19E+11,14,765
2.20E+11,16,764
2.20E+11,14,764
2.20E+11,20,787
2.20E+11,20,764
2.20E+11,4,767
2.20E+11,19,817
2.20E+11,8,794
2.21E+11,6,785
2.21E+11,4,790
2.21E+11,15,812
2.22E+11,15,760
2.22E+11,20,792
2.22E+11,3,806
2.22E+11,18,761
2.22E+11,13,781
2.22E+11,16,753
2.23E+11,18,790
2.23E+11,6,767
2.23E+11,17,813
2.23E+11,20,793
2.23E+11,12,785
2.23E+11,19,767
2.23E+11,9,780
2.23E+11,17,765
2.23E+11,20,750
2.24E+11,19,786
2.24E+11,16,808
2.24E+11,15,766
2.24E+11,15,783
2.24E+11,10,775
2.24E+11,20,782
2.24E+11,8,757
2.24E+11,18,768
2.25E+11,15,774
2.25E+11,20,780
2.25E+11,19,779
2.25E+11,19,794
2.25E+11,14,791
2.25E+11,15,797
2.25E+11,13,790
2.25E+11,14,801
2.25E+11,19,790
2.25E+11,17,772
2.25E+11,15,786
2.26E+11,15,753
2.26E+11,20,772
2.26E+11,19,780
2.26E+11,19,763
2.26E+11,18,784
2.27E+11,12,792
2.27E+11,18,799
2.27E+11,11,784
2.28E+11,19,772
2.28E+11,18,767
2.28E+11,16,762
2.28E+11,18,759
2.28E+11,9,798
2.29E+11,16,786
2.29E+11,3,792
2.29E+11,9,756
2.29E+11,20,778
2.29E+11,11,793
2.29E+11,18,761
2.29E+11,15,796
2.29E+11,16,786
2.29E+11,19,793
2.30E+11,18,774
2.30E+11,19,760
2.30E+11,18,806
2.30E+11,17,781
2.30E+11,20,783
2.30E+11,11,787
2.30E+11,18,778
2.31E+11,17,777
2.31E+11,18,756
2.31E+11,18,768
2.31E+11,19,813
2.31E+11,19,802
2.31E+11,16,771
2.31E+11,16,807
2.32E+11,18,781
2.32E+11,17,793
2.32E+11,19,798
2.32E+11,13,776
2.32E+11,10,773
2.32E+11,13,767
2.32E+11,17,788
2.32E+11,10,798
2.32E+11,17,794
2.32E+11,19,788
2.33E+11,18,803
2.33E+11,13,754
2.33E+11,17,759
2.33E+11,16,799
2.33E+11,8,813
2.33E+11,15,798
2.33E+11,14,801
2.33E+11,16,795
2.33E+11,17,797
2.33E+11,6,796
2.34E+11,20,804
2.34E+11,18,798
2.34E+11,7,754
2.34E+11,15,756
2.34E+11,14,774
2.34E+11,12,778
2.34E+11,6,802
2.34E+11,18,796
2.35E+11,8,818
2.35E+11,13,754
2.35E+11,19,779
2.35E+11,10,773
2.36E+11,16,766
2.36E+11,20,768
2.36E+11,20,796
2.36E+11,10,791
2.36E+11,12,755
2.36E+11,15,776
2.36E+11,14,816
2.36E+11,18,762
2.37E+11,20,793
2.37E+11,19,760
2.37E+11,8,760
2.37E+11,18,817
2.37E+11,18,789
2.37E+11,20,807
2.37E+11,16,775
2.38E+11,20,782
2.38E+11,11,788
2.38E+11,20,796
2.38E+11,12,761
2.38E+11,19,794
2.38E+11,5,807
2.38E+11,20,790
2.38E+11,20,759
2.39E+11,10,805
2.39E+11,16,779
2.39E+11,16,784
2.39E+11,12,778
2.39E+11,10,763
2.39E+11,19,801
2.39E+11,20,786
2.39E+11,20,758
2.39E+11,19,809
2.40E+11,11,781
2.40E+11,18,780
2.40E+11,12,790
2.40E+11,19,785
2.40E+11,17,818
2.40E+11,10,763
2.40E+11,15,766
2.40E+11,16,791
2.40E+11,16,802
2.41E+11,16,790
2.41E+11,15,812
2.41E+11,13,800
2.41E+11,14,792
2.41E+11,10,798
2.41E+11,12,804
2.41E+11,12,767
2.41E+11,11,755
2.41E+11,6,806
2.41E+11,14,805
2.42E+11,8,785
2.42E+11,17,784
2.42E+11,13,782
2.43E+11,13,756
2.43E+11,20,787
2.43E+11,20,780
2.43E+11,16,790
2.43E+11,16,802
2.43E+11,16,784
2.43E+11,17,750
2.43E+11,11,807
2.44E+11,18,779
2.44E+11,18,826
2.44E+11,8,778
2.44E+11,20,787
2.44E+11,19,767
2.44E+11,11,765
2.44E+11,8,807
2.45E+11,20,801
2.45E+11,8,793
2.45E+11,14,750
2.45E+11,15,794
2.45E+11,19,751
2.45E+11,12,789
2.45E+11,11,750
2.45E+11,18,790
2.45E+11,8,786
2.46E+11,18,785
2.46E+11,16,797
2.46E+11,9,802
2.46E+11,11,757
2.46E+11,16,787
2.46E+11,12,793
2.46E+11,15,802
2.46E+11,20,786
2.46E+11,10,789
2.46E+11,19,778
2.46E+11,18,786
2.46E+11,12,805
2.47E+11,15,816
2.47E+11,20,769
2.47E+11,13,800
2.47E+11,20,813
2.47E+11,20,781
2.48E+11,16,799
2.48E+11,20,774
2.48E+11,20,781
2.48E+11,20,770
2.48E+11,12,796
2.48E+11,19,811
2.48E+11,20,777
2.49E+11,20,817
2.49E+11,12,781
2.49E+11,19,785
2.49E+11,17,775
2.49E+11,9,810
2.49E+11,11,813
2.50E+11,20,814
2.50E+11,5,760
2.50E+11,15,800
2.50E+11,12,768
2.50E+11,19,768
2.50E+11,14,759
2.50E+11,6,800
2.50E+11,20,795
2.50E+11,12,786
2.50E+11,6,798
2.51E+11,20,797
2.51E+11,14,791
2.51E+11,18,766
2.51E+11,20,771
2.51E+11,9,816
2.51E+11,20,785
2.51E+11,20,767
2.51E+11,12,804
2.51E+11,19,779
2.51E+11,17,778
2.52E+11,18,757
2.52E+11,16,762
2.52E+11,18,816
2.52E+11,18,806
2.52E+11,20,775
2.52E+11,9,782
2.52E+11,20,784
2.52E+11,17,766
2.53E+11,5,752
2.53E+11,18,794
2.53E+11,20,790
2.53E+11,20,790
2.53E+11,14,806
2.53E+11,11,757
2.53E+11,15,777
2.54E+11,13,802
2.54E+11,14,791
2.54E+11,15,787
2.54E+11,16,788
2.54E+11,17,813
2.54E+11,15,814
2.55E+11,13,774
2.55E+11,14,786
2.55E+11,19,770
2.55E+11,16,809
2.55E+11,12,771
2.55E+11,14,816
2.55E+11,12,780
2.55E+11,10,769
2.55E+11,18,803
2.56E+11,17,797
2.56E+11,13,750
2.56E+11,16,777
2.56E+11,13,804
2.56E+11,20,772
2.57E+11,12,808
2.57E+11,7,817
2.57E+11,18,797
2.57E+11,20,805
2.57E+11,20,795
2.58E+11,20,764
2.58E+11,11,813
2.58E+11,17,762
2.58E+11,7,789
2.58E+11,11,793
2.58E+11,15,797
2.59E+11,17,810
2.59E+11,19,796
2.59E+11,12,786
2.59E+11,12,788
2.59E+11,10,801
2.59E+11,20,774
2.59E+11,11,767
2.59E+11,10,778
2.60E+11,15,807
2.60E+11,12,786
2.60E+11,8,755
2.61E+11,20,754
2.61E+11,19,756
2.61E+11,16,794
2.61E+11,15,768
2.61E+11,14,786
2.61E+11,19,790
2.62E+11,20,801
2.62E+11,9,765
2.62E+11,20,770
2.62E+11,14,817
2.62E+11,15,779
2.62E+11,15,786
2.62E+11,18,793
2.63E+11,6,760
2.63E+11,11,774
2.63E+11,7,796
2.63E+11,18,757
2.63E+11,12,791
2.63E+11,18,786
2.64E+11,16,811
2.64E+11,19,808
2.64E+11,8,752
2.64E+11,4,774
2.64E+11,12,751
2.64E+11,20,802
2.64E+11,15,809
2.65E+11,13,763
2.65E+11,18,801
2.65E+11,10,752
2.65E+11,18,779
2.65E+11,19,813
2.65E+11,20,776
2.65E+11,20,804
2.65E+11,18,762
2.65E+11,13,773
2.66E+11,9,802
2.66E+11,7,783
2.66E+11,20,762
2.66E+11,20,755
2.66E+11,20,755
2.66E+11,16,768
2.66E+11,13,759
2.66E+11,19,807
2.67E+11,9,785
2.67E+11,18,752
2.67E+11,16,784
2.67E+11,10,758
2.67E+11,17,783
2.67E+11,10,776
2.67E+11,17,799
2.67E+11,11,798
2.68E+11,20,751
2.68E+11,19,769
2.68E+11,15,786
2.68E+11,15,791
2.68E+11,17,777
2.68E+11,18,813
2.68E+11,7,800
2.69E+11,18,763
2.69E+11,13,787
2.69E+11,19,804
2.69E+11,9,817
2.69E+11,10,786
2.69E+11,20,753
2.69E+11,20,798
2.70E+11,14,816
2.70E+11,20,817
2.70E+11,8,787
2.70E+11,14,813
2.71E+11,12,802
2.71E+11,16,766
2.71E+11,16,775
2.71E+11,11,796
2.71E+11,20,777
2.71E+11,17,817
2.71E+11,14,797
2.71E+11,12,795
2.71E+11,16,784
2.71E+11,16,759
2.72E+11,9,784
2.72E+11,10,774
2.72E+11,15,754
2.72E+11,14,799
2.72E+11,11,799
2.72E+11,14,780
2.72E+11,17,797
2.72E+11,20,799
2.73E+11,9,763
2.73E+11,17,801
2.73E+11,15,800
2.73E+11,11,779
2.73E+11,13,794
2.73E+11,13,810
2.73E+11,7,777
2.73E+11,14,775
2.74E+11,19,809
2.74E+11,20,759
2.74E+11,10,801
2.74E+11,18,753
2.74E+11,19,768
2.74E+11,20,765
